n,original,l2,l1,noisy
564,0.0319873,0.0608851,0.0168356,0.0108055
565,0.0320269,0.0611373,0.0165627,0.0421211
566,0.0320671,0.0613316,0.0167198,-0.0157103
567,0.0321079,0.0614618,0.0173811,0.0220491
568,0.0321493,0.0615242,0.0186149,0.0295804
569,0.0321911,0.0615177,0.0204808,0.0713132
570,0.0322334,0.0614437,0.0230282,0.0292025
571,0.0322761,0.0613061,0.0262936,0.0321962
572,0.0323192,0.0611113,0.0302988,0.00509845
573,0.0323626,0.0608676,0.0350499,0.0391294
574,0.0324062,0.0605852,0.0405354,0.00639294
575,0.0324501,0.0602755,0.0467258,0.0075136
576,0.0324943,0.0599512,0.0535729,0.0350247
577,0.0325386,0.0596251,0.0610103,0.00758705
578,0.0325832,0.0593102,0.0689536,0.010899
579,0.0326278,0.0590191,0.0773019,0.041853
580,0.0326727,0.0587631,0.0859388,0.0605404
581,0.0327176,0.0585525,0.094735,0.0562021
582,0.0327627,0.0583956,0.10355,0.00409371
583,0.0328078,0.0582988,0.112237,0.066403
584,0.032853,0.0582662,0.120643,0.044305
585,0.0328983,0.0582995,0.128614,-0.0161174
586,0.0329436,0.0583979,0.135999,0.0750118
587,0.0329889,0.0585582,0.142652,0.0433156
588,0.0330343,0.0587749,0.148437,0.0356048
589,0.0330798,0.0590405,0.153232,0.00311595
590,0.0331252,0.0593457,0.156929,0.0400929
591,0.0331706,0.0596797,0.159442,-0.00937388
592,0.0332161,0.0600308,0.160703,0.0867094
593,0.0332615,0.0603867,0.160672,0.0741015
594,0.033307,0.0607349,0.15933,0.0554519
595,0.0333524,0.0610634,0.156687,0.0473099
596,0.0333978,0.0613609,0.152777,0.036858
597,0.0334432,0.0616174,0.147662,0.0303988
598,0.0334886,0.0618243,0.141426,0.0450939
599,0.0335339,0.0619751,0.134179,0.0702794
600,0.0335793,0.0620653,0.126049,-0.000281731
601,0.0336245,0.0620927,0.117182,0.0320002
602,0.0336698,0.0620574,0.107741,0.0650141
603,0.033715,0.0619619,0.0978967,0.0537705
604,0.0337602,0.061811,0.0878273,0.0557319
605,0.0338053,0.0616114,0.0777137,0.0484723
606,0.0338504,0.0613715,0.0677346,0.0813401
607,0.0338955,0.0611014,0.0580623,0.0412962
608,0.0339405,0.060812,0.048859,0.0239624
609,0.0339855,0.0605152,0.0402727,0.0419481
610,0.0340304,0.0602228,0.0324338,0.017288
611,0.0340753,0.0599465,0.025452,0.0721588
612,0.0341201,0.0596974,0.0194141,0.00491375
613,0.0341649,0.0594854,0.0143822,0.0573614
614,0.0342097,0.059319,0.0103924,0.0743888
615,0.0342544,0.0592052,0.0074546,0.0267209
616,0.034299,0.0591486,0.00555256,0.0346148
617,0.0343436,0.0591519,0.0046452,-0.00434635
618,0.0343882,0.0592157,0.00466807,-0.0104371
619,0.0344327,0.0593379,0.00553577,0.0183334
620,0.0344771,0.0595147,0.00714474,0.030683
621,0.0345215,0.0597401,0.00937659,0.0644531
622,0.0345659,0.0600061,0.0121018,0.0376953
623,0.0346102,0.0603037,0.0151837,0.0341038
624,0.0346544,0.0606223,0.0184825,0.06723
625,0.0346986,0.0609509,0.0218593,0.0300387
626,0.0347428,0.061278,0.0251803,0.0326618
627,0.0347869,0.0615922,0.0283204,0.0544321
628,0.0348309,0.0618827,0.0311667,0.0306481
629,0.0348749,0.0621397,0.0336215,4.93573e-005
630,0.0349188,0.0623546,0.035605,0.00926373
631,0.0349627,0.0625203,0.0370569,0.0286726
632,0.0350066,0.0626317,0.0379378,0.0292934
633,0.0350503,0.0626857,0.03823,0.0379538
634,0.0350941,0.0626814,0.0379371,0.039152
635,0.0351377,0.0626201,0.0370837,0.0478566
636,0.0351814,0.0625049,0.0357138,0.0231841
637,0.0352249,0.0623414,0.0338887,0.0427257
638,0.0352685,0.0621365,0.0316849,0.0343842
639,0.0353119,0.0618989,0.0291909,0.0312744
640,0.0353553,0.0616384,0.0265045,0.0532508
641,0.0353987,0.0613656,0.0237285,0.0604183
642,0.035442,0.0610914,0.0209678,0.0396752
643,0.0354853,0.060827,0.0183259,0.0188069
644,0.0355285,0.0605829,0.0159008,0.0557918
645,0.0355716,0.0603689,0.0137824,0.0468276
646,0.0356147,0.0601937,0.0120494,-0.00932541
647,0.0356577,0.0600645,0.0107667,0.0703145
648,0.0357007,0.0599866,0.00998337,0.00820641
649,0.0357437,0.0599636,0.00973154,0.0650616
650,0.0357865,0.0599968,0.0100251,-0.00220612
651,0.0358294,0.0600858,0.0108597,0.0335899
652,0.0358721,0.0602276,0.012213,0.00124524
653,0.0359149,0.0604176,0.0140457,0.0574429
654,0.0359575,0.0606494,0.0163028,-0.00115968
655,0.0360001,0.0609149,0.0189158,0.0204165
656,0.0360427,0.061205,0.0218052,0.046802
657,0.0360852,0.0615095,0.0248829,0.0412746
658,0.0361276,0.0618179,0.0280554,0.0297529
659,0.03617,0.0621193,0.0312271,0.0539751
660,0.0362124,0.0624035,0.0343032,0.0575374
661,0.0362546,0.0626607,0.0371928,0.0320032
662,0.0362969,0.0628822,0.0398119,0.0375429
663,0.036339,0.0630606,0.0420864,0.0705418
664,0.0363812,0.0631903,0.0439538,0.0226612
665,0.0364232,0.0632675,0.0453654,0.0510293
666,0.0364652,0.0632901,0.0462879,-0.0294281
667,0.0365072,0.0632584,0.046704,0.0227665
668,0.0365491,0.0631744,0.0466126,0.0775406
669,0.0365909,0.0630424,0.0460291,0.0292749
670,0.0366327,0.0628681,0.0449843,0.0197632
671,0.0366744,0.062659,0.043523,0.00523435
672,0.0367161,0.0624237,0.0417026,0.0598439
673,0.0367577,0.0621719,0.0395909,0.019138
674,0.0367993,0.0619138,0.0372638,0.0162914
675,0.0368408,0.0616598,0.0348022,0.0450002
676,0.0368823,0.0614201,0.0322898,0.0282738
677,0.0369237,0.0612043,0.0298099,0.0330448
678,0.036965,0.0610212,0.0274429,0.0277687
679,0.0370063,0.0608783,0.0252635,0.0312429
680,0.0370476,0.0607815,0.0233382,0.0484937
681,0.0370887,0.0607351,0.0217236,0.0889033
682,0.0371299,0.0607413,0.0204646,-0.00123925
683,0.0371709,0.0608005,0.0195929,0.0411322
684,0.0372119,0.0609112,0.0191265,0.0467146
685,0.0372529,0.0610697,0.0190695,0.0144243
686,0.0372938,0.0612708,0.0194118,0.0472372
687,0.0373346,0.0615077,0.0201304,0.0103205
688,0.0373754,0.0617722,0.0211902,0.0251959
689,0.0374161,0.062055,0.0225453,0.0380595
690,0.0374568,0.0623464,0.0241415,0.0175924
691,0.0374974,0.0626362,0.0259179,0.0227391
692,0.037538,0.0629144,0.0278093,0.0353372
693,0.0375785,0.0631714,0.0297486,0.000218784
694,0.0376189,0.0633986,0.0316697,0.0353446
695,0.0376593,0.0635882,0.0335092,0.028221
696,0.0376997,0.063734,0.0352088,0.00825323
697,0.03774,0.0638316,0.0367176,0.0277216
698,0.0377802,0.0638782,0.0379934,0.0264362
699,0.0378203,0.0638729,0.0390043,0.0530946
700,0.0378604,0.0638168,0.0397293,0.049552
701,0.0379005,0.063713,0.0401591,0.00606313
702,0.0379405,0.0635661,0.0402959,0.0656053
703,0.0379804,0.0633826,0.0401533,0.0780441
704,0.0380203,0.06317,0.0397553,0.0569389
705,0.0380601,0.0629372,0.0391351,0.0419638
706,0.0380999,0.0626936,0.038334,8.92258e-005
707,0.0381396,0.062449,0.037399,0.042751
708,0.0381792,0.0622133,0.0363814,0.0882779
709,0.0382188,0.0619961,0.0353345,0.0426763
710,0.0382584,0.061806,0.0343112,-0.0165566
711,0.0382978,0.0616508,0.0333626,0.0717326
712,0.0383373,0.0615369,0.0325351,0.049786
713,0.0383766,0.0614693,0.0318694,0.062713
714,0.0384159,0.0614509,0.0313985,0.0671782
715,0.0384552,0.0614832,0.0311468,0.0495959
716,0.0384944,0.0615655,0.0311289,0.0362687
717,0.0385335,0.0616953,0.0313491,0.0389294
718,0.0385726,0.0618685,0.0318018,0.039351
719,0.0386116,0.0620791,0.0324712,0.00705416
720,0.0386505,0.0623199,0.0333324,0.0397631
721,0.0386894,0.0625827,0.0343522,0.0446904
722,0.0387283,0.0628584,0.0354907,0.0149891
723,0.038767,0.0631372,0.0367027,0.0234081
724,0.0388058,0.0634096,0.0379397,0.0513567
725,0.0388444,0.0636662,0.0391517,0.0126343
726,0.038883,0.0638981,0.0402894,-0.0029527
727,0.0389216,0.0640976,0.0413057,0.0627598
728,0.0389601,0.0642579,0.0421583,0.0642965
729,0.0389985,0.0643739,0.0428107,0.0630225
730,0.0390369,0.0644421,0.043234,0.0606705
731,0.0390752,0.0644608,0.0434079,0.054389
732,0.0391134,0.0644301,0.0433215,0.0401937
733,0.0391516,0.064352,0.0429741,0.0501054
734,0.0391898,0.0642303,0.0423745,0.0754755
735,0.0392278,0.0640702,0.0415414,0.0168804
736,0.0392658,0.0638786,0.0405022,0.0278354
737,0.0393038,0.0636633,0.039292,-0.000653928
738,0.0393417,0.0634331,0.0379524,0.00191913
739,0.0393795,0.0631975,0.0365296,0.0402467
740,0.0394173,0.0629657,0.0350728,0.0227013
741,0.039455,0.0627473,0.0336319,0.0595749
742,0.0394927,0.0625509,0.0322559,0.088119
743,0.0395303,0.0623846,0.0309905,0.0269974
744,0.0395678,0.0622552,0.0298767,0.0463336
745,0.0396053,0.0621681,0.0289486,0.0343371
746,0.0396428,0.0621272,0.0282322,0.0496763
747,0.0396801,0.0621346,0.0277444,0.0367546
748,0.0397174,0.0621906,0.0274922,0.0393737
749,0.0397547,0.0622938,0.027472,0.038114
750,0.0397918,0.0624408,0.02767,0.0435936
751,0.039829,0.0626268,0.0280626,0.0554972
752,0.039866,0.0628456,0.0286169,0.00716679
753,0.039903,0.0630894,0.0292924,0.043578
754,0.03994,0.06335,0.0300422,0.0448353
755,0.0399769,0.0636182,0.0308151,0.0422539
756,0.0400137,0.0638848,0.0315573,-0.0117662
757,0.0400504,0.0641405,0.0322149,0.0477707
758,0.0400872,0.0643764,0.0327358,0.0450872
759,0.0401238,0.0645845,0.0330722,0.00923056
760,0.0401604,0.0647578,0.0331825,0.0543782
761,0.0401969,0.0648905,0.0330333,0.0348642
762,0.0402334,0.0649786,0.0326006,0.0225068
763,0.0402698,0.0650194,0.0318716,0.0631434
764,0.0403061,0.0650122,0.0308454,0.0404242
765,0.0403424,0.0649581,0.0295331,0.0605874
766,0.0403786,0.0648598,0.0279582,0.0316953
767,0.0404148,0.0647217,0.026156,0.0176183
768,0.0404508,0.0645498,0.0241725,-0.011698
769,0.0404869,0.0643512,0.0220631,0.00347933
770,0.0405229,0.0641339,0.019891,0.0622642
771,0.0405588,0.0639069,0.0177249,0.0151193
772,0.0405946,0.0636792,0.0156367,0.0669986
773,0.0406304,0.0634601,0.0136989,0.0330439
774,0.0406661,0.0632582,0.0119822,0.0242027
775,0.0407018,0.0630818,0.0105526,0.0337744
776,0.0407374,0.0629381,0.00946931,-0.00140749
777,0.040773,0.0628331,0.00878184,0.0599658
778,0.0408085,0.0627712,0.00852842,0.0388599
779,0.0408439,0.0627553,0.00873416,0.0425864
780,0.0408792,0.0627867,0.00940981,0.0544553
781,0.0409145,0.0628647,0.010551,0.0337987
782,0.0409498,0.062987,0.012138,0.0585821
783,0.040985,0.0631496,0.014136,0.0527262
784,0.0410201,0.0633471,0.0164958,0.0100109
785,0.0410551,0.0635726,0.0191556,0.010747
786,0.0410901,0.0638185,0.022042,0.0375594
787,0.041125,0.0640761,0.0250733,0.0240145
788,0.0411599,0.0643365,0.0281609,0.0604685
789,0.0411947,0.0645906,0.0312132,0.0223026
790,0.0412295,0.0648296,0.0341381,0.0812648
791,0.0412641,0.0650453,0.0368459,0.0212656
792,0.0412988,0.0652303,0.0392529,0.0422145
793,0.0413333,0.0653784,0.041284,0.0375975
794,0.0413678,0.0654848,0.042875,0.0636436
795,0.0414023,0.0655462,0.0439754,0.0383236
796,0.0414366,0.065561,0.0445503,0.0602321
797,0.0414709,0.0655295,0.0445812,0.0382958
798,0.0415052,0.0654534,0.0440673,0.0735433
799,0.0415394,0.0653364,0.0430253,0.0419906
800,0.0415735,0.0651834,0.0414896,0.0402652
801,0.0416075,0.065001,0.0395106,0.0481602
802,0.0416415,0.0647965,0.0371535,0.0217417
803,0.0416755,0.0645782,0.0344962,0.0191783
804,0.0417093,0.064355,0.0316267,0.0363663
805,0.0417431,0.0641358,0.0286399,0.0254536
806,0.0417769,0.0639293,0.0256348,0.0304795
807,0.0418106,0.063744,0.0227111,0.0848295
808,0.0418442,0.0635873,0.0199654,0.0143514
809,0.0418777,0.0634656,0.0174881,0.0360668
810,0.0419112,0.0633841,0.0153603,0.0185421
811,0.0419447,0.0633463,0.0136507,0.0674796
812,0.041978,0.0633543,0.0124134,0.0396819
813,0.0420113,0.0634083,0.0116858,0.0649022
814,0.0420446,0.0635068,0.0114871,0.0603131
815,0.0420777,0.0636467,0.0118178,0.0118655
816,0.0421109,0.0638234,0.0126591,0.107873
817,0.0421439,0.0640309,0.013974,0.0662081
818,0.0421769,0.064262,0.0157081,0.0140252
819,0.0422098,0.0645086,0.0177918,0.0356747
820,0.0422427,0.0647622,0.0201419,0.0135254
821,0.0422755,0.0650139,0.0226657,0.008253
822,0.0423082,0.0652549,0.0252629,0.0330559
823,0.0423409,0.0654769,0.0278303,0.0118716
824,0.0423735,0.0656722,0.0302646,0.0681666
825,0.042406,0.0658342,0.0324667,0.0356079
826,0.0424385,0.0659575,0.0343449,0.0273255
827,0.0424709,0.0660381,0.0358188,0.0507767
828,0.0425033,0.0660738,0.0368216,0.0696788
829,0.0425355,0.0660637,0.0373032,0.0251484
830,0.0425678,0.066009,0.0372323,0.0437196
831,0.0425999,0.0659124,0.0365971,0.0764562
832,0.042632,0.0657781,0.0354069,0.0472749
833,0.042664,0.0656118,0.0336911,0.0040328
834,0.042696,0.0654202,0.0314992,0.00535828
835,0.0427279,0.0652113,0.0288988,0.0286178
836,0.0427597,0.0649933,0.0259737,0.0420565
837,0.0427915,0.0647751,0.0228212,0.03724
838,0.0428232,0.0645653,0.0195485,0.00394214
839,0.0428549,0.0643724,0.0162695,0.0363615
840,0.0428864,0.0642041,0.0131004,0.0531701
841,0.0429179,0.0640673,0.0101559,0.0272337
842,0.0429494,0.0639676,0.00754508,0.0499514
843,0.0429808,0.0639093,0.00536726,0.0133725
844,0.0430121,0.063895,0.00370864,0.0750466
845,0.0430433,0.0639259,0.00263883,0.0784852
846,0.0430745,0.0640014,0.00220826,0.0126437
847,0.0431057,0.0641191,0.00244602,0.0419069
848,0.0431367,0.0642751,0.00335856,0.0421347
849,0.0431677,0.0644643,0.00492908,0.0571952
850,0.0431986,0.06468,0.00711778,0.0746102
851,0.0432295,0.0649148,0.00986285,0.0372676
852,0.0432603,0.0651604,0.0130823,0.0895677
853,0.043291,0.0654083,0.0166766,0.0910851
854,0.0433217,0.0656497,0.0205316,0.0728801
855,0.0433523,0.0658763,0.0245227,0.0788555
856,0.0433829,0.0660802,0.0285185,0.0456325
857,0.0434133,0.0662544,0.0323857,0.0214214
858,0.0434437,0.0663929,0.0359937,0.0616632
859,0.0434741,0.0664913,0.0392186,0.0555095
860,0.0435043,0.0665464,0.0419484,0.0593789
861,0.0435346,0.0665568,0.0440865,0.0491779
862,0.0435647,0.0665228,0.0455554,0.0110653
863,0.0435948,0.0664463,0.0463,0.0230216
864,0.0436248,0.0663306,0.0462894,0.0178871
865,0.0436547,0.0661809,0.0455185,0.0633394
866,0.0436846,0.0660031,0.0440087,0.0510975
867,0.0437144,0.0658047,0.0418078,0.0593937
868,0.0437442,0.0655934,0.0389882,0.0838913
869,0.0437739,0.065378,0.0356451,0.0465627
870,0.0438035,0.0651668,0.0318939,0.0561872
871,0.0438331,0.0649684,0.027866,0.0335886
872,0.0438625,0.0647906,0.0237052,0.0425428
873,0.043892,0.0646407,0.0195625,0.0509562
874,0.0439213,0.0645248,0.0155911,0.0208612
875,0.0439506,0.0644476,0.0119418,0.045451
876,0.0439798,0.0644126,0.0087572,0.0293231
877,0.044009,0.0644216,0.00616698,0.0376042
878,0.0440381,0.0644746,0.00428346,0.0553808
879,0.0440671,0.0645702,0.00319747,0.106736
880,0.0440961,0.0647053,0.00297497,0.0401444
881,0.044125,0.0648753,0.00365454,-0.0124704
882,0.0441538,0.0650744,0.00524569,0.0202696
883,0.0441825,0.0652956,0.00772823,0.0485197
884,0.0442112,0.0655312,0.0110525,0.0161294
885,0.0442399,0.0657729,0.0151409,0.0542397
886,0.0442684,0.0660122,0.0198897,0.0402743
887,0.0442969,0.0662406,0.0251731,0.0217156
888,0.0443253,0.0664502,0.0308463,0.0577122
889,0.0443537,0.0666338,0.036751,0.0724493
890,0.044382,0.066785,0.0427201,0.0336552
891,0.0444102,0.0668989,0.0485837,0.0216464
892,0.0444384,0.0669716,0.0541749,-0.00239691
893,0.0444665,0.0670012,0.0593351,0.0209364
894,0.0444945,0.0669871,0.0639205,-0.0101812
895,0.0445224,0.0669304,0.0678062,0.0613852
896,0.0445503,0.0668339,0.0708918,0.00293762
897,0.0445781,0.0667018,0.0731047,0.0313888
898,0.0446059,0.0665395,0.0744033,-0.00449059
899,0.0446336,0.0663539,0.0747788,0.0401494
900,0.0446612,0.0661522,0.0742565,-0.00137907
901,0.0446888,0.0659427,0.0728951,0.0507014
902,0.0447163,0.0657337,0.0707857,0.0342713
903,0.0447437,0.0655336,0.0680493,0.0618552
904,0.044771,0.0653502,0.064833,0.0215473
905,0.0447983,0.0651909,0.0613061,0.0145366
906,0.0448255,0.0650622,0.0576542,0.0444368
907,0.0448527,0.0649692,0.0540739,0.00022963
908,0.0448798,0.0649159,0.0507661,0.048191
909,0.0449068,0.0649047,0.0479294,0.0579457
910,0.0449337,0.0649363,0.0457534,0.0959151
911,0.0449606,0.06501,0.0444124,0.0606035
912,0.0449874,0.0651235,0.0440591,0.111486
913,0.0450142,0.0652728,0.044819,0.0468838
914,0.0450408,0.0654528,0.0467858,0.0637393
915,0.0450674,0.0656571,0.0500178,0.0373495
916,0.045094,0.0658786,0.0545347,0.00515048
917,0.0451205,0.0661094,0.0603161,0.0712799
918,0.0451469,0.0663412,0.0673019,0.0492819
919,0.0451732,0.0665661,0.0753924,0.0433534
920,0.0451995,0.0667759,0.0844511,0.0467676
921,0.0452257,0.0669635,0.0943078,0.0449706
922,0.0452518,0.0671224,0.104764,0.00647987
923,0.0452779,0.0672471,0.115596,0.0432879
924,0.0453039,0.0673338,0.126565,0.0781092
925,0.0453298,0.0673797,0.137422,0.0879378
926,0.0453556,0.0673838,0.147915,0.025367
927,0.0453814,0.0673465,0.157794,0.0221913
928,0.0454072,0.06727,0.166827,0.065513
929,0.0454328,0.0671578,0.174797,0.0375308
930,0.0454584,0.0670147,0.181514,0.042276
931,0.0454839,0.0668466,0.186822,0.0233273
932,0.0455094,0.0666606,0.190601,0.0641719
933,0.0455347,0.0664641,0.192771,0.058199
934,0.0455601,0.066265,0.193299,0.0309463
935,0.0455853,0.0660712,0.192193,0.0798847
936,0.0456105,0.0658906,0.189509,0.0502502
937,0.0456356,0.0657302,0.185345,0.0606391
938,0.0456606,0.0655965,0.179842,0.0625704
939,0.0456856,0.0654947,0.173174,0.0174205
940,0.0457105,0.065429,0.165551,0.0544714
941,0.0457353,0.0654021,0.157205,0.0168457
942,0.0457601,0.0654151,0.148388,0.0525014
943,0.0457848,0.0654679,0.139362,0.0484083
944,0.0458094,0.0655585,0.130393,0.0529693
945,0.045834,0.0656838,0.12174,0.0562728
946,0.0458584,0.0658392,0.11365,0.0426299
947,0.0458829,0.0660191,0.106348,0.0680289
948,0.0459072,0.066217,0.100031,0.0777754
949,0.0459315,0.0664258,0.0948638,0.030481
950,0.0459557,0.066638,0.0909698,0.0147162
951,0.0459798,0.0668458,0.0884306,0.0601024
952,0.0460039,0.0670422,0.087282,0.0961909
953,0.0460279,0.0672201,0.0875131,0.0411637
954,0.0460518,0.0673735,0.0890663,0.0399757
955,0.0460757,0.0674974,0.0918396,0.0319976
956,0.0460995,0.0675877,0.0956892,0.0760692
957,0.0461232,0.0676421,0.100434,0.0563682
958,0.0461469,0.0676592,0.105862,0.0922208
959,0.0461705,0.0676394,0.111735,0.0577513
960,0.046194,0.0675844,0.117798,0.0286521
961,0.0462174,0.0674971,0.123788,0.0386398
962,0.0462408,0.0673819,0.129437,0.0326213
963,0.0462641,0.0672439,0.134487,0.0763546
964,0.0462873,0.0670893,0.138695,0.0800888
965,0.0463105,0.0669246,0.14184,0.0115816
966,0.0463336,0.0667569,0.143732,0.0885875
967,0.0463566,0.0665929,0.144216,0.054236
968,0.0463796,0.0664394,0.14318,0.0644326
969,0.0464025,0.0663025,0.140557,0.0460125
970,0.0464253,0.0661876,0.136325,-0.0098125
971,0.0464481,0.066099,0.130515,0.024229
972,0.0464707,0.06604,0.123204,0.0430678
973,0.0464933,0.0660125,0.114514,0.0328713
974,0.0465159,0.0660173,0.104612,0.0553581
975,0.0465383,0.0660536,0.0937042,0.0828715
976,0.0465607,0.0661195,0.0820278,0.0615078
977,0.0465831,0.066212,0.0698467,0.00190412
978,0.0466053,0.0663269,0.0574433,0.0656041
979,0.0466275,0.0664591,0.0451103,0.0793555
980,0.0466496,0.0666033,0.0331423,0.0203991
981,0.0466717,0.0667534,0.0218275,0.0576747
982,0.0466937,0.0669034,0.0114394,0.0906903
983,0.0467156,0.0670477,0.00222852,0.026941
984,0.0467374,0.0671809,-0.00558405,0.027046
985,0.0467592,0.0672983,-0.0118135,0.0694664
986,0.0467809,0.0673964,-0.0163162,0.0604523
987,0.0468025,0.0674723,-0.018994,0.0626453
988,0.0468241,0.0675248,-0.0197968,-0.0173905
989,0.0468455,0.0675535,-0.0187235,0.0319882
990,0.046867,0.0675596,-0.0158225,0.0770275
991,0.0468883,0.0675454,-0.0111898,0.0655881
992,0.0469096,0.067514,-0.00496607,0.0246246
993,0.0469308,0.0674699,0.00266749,0.0339517
994,0.0469519,0.0674177,0.0114943,0.043025
995,0.046973,0.0673628,0.0212686,0.0515683
996,0.046994,0.0673105,0.0317227,0.0616468
997,0.0470149,0.0672659,0.0425745,0.0329979
998,0.0470357,0.0672336,0.0535349,0.0081541
999,0.0470565,0.0672172,0.0643167,0.0274149
1000,0.0470772,0.0672193,0.0746413,0.0241452
1001,0.0470978,0.0672409,0.0842472,0.00544897
1002,0.0471184,0.0672813,0.0928962,0.0761016
1003,0.0471389,0.0673382,0.10038,0.0358265
1004,0.0471593,0.0674073,0.106524,0.024587
1005,0.0471797,0.0674823,0.111194,0.0800219
1006,0.0472,0.0675551,0.114296,0.0366874
1007,0.0472202,0.0676162,0.115782,0.0819027
1008,0.0472403,0.0676542,0.115643,0.0388556
1009,0.0472604,0.0676568,0.113919,0.0442871
1010,0.0472804,0.067611,0.110685,0.0658735
1011,0.0473003,0.0675032,0.106058,0.0551915
1012,0.0473201,0.0673201,0.100185,0.0178398
1013,0.0473399,0.0670488,0.0932446,0.0366311
1014,0.0473596,0.0666778,0.0854351,0.0253526
1015,0.0473793,0.0661968,0.0769725,0.0796201
1016,0.0473988,0.0655979,0.0680825,0.0139176
1017,0.0474183,0.0648755,0.0589934,0.0373307
1018,0.0474378,0.0640269,0.0499303,0.0413148
1019,0.0474571,0.0630523,0.0411086,0.0295019
1020,0.0474764,0.0619555,0.0327278,0.0328913
1021,0.0474956,0.0607435,0.024967,0.0275488
1022,0.0475148,0.0594267,0.0179801,0.0579827
1023,0.0475338,0.0580188,0.0118921,0.0987297
